date,วัน,เดือน,ปี,รางวัลที่1,2ตัวบน,3ตัวบน,2ตัวล่าง,"3ตัวหน้า,3ตัวล่าง",3ตัวหน้า,3ตัวล่าง
2015-06-16,16,มิถุนายน,2558,644742,42,"['253', '386']",05,429 253 386 532,"['429', '253']","['253', '386']"
2015-06-02,2,มิถุนายน,2558,388881,81,"['700', '876']",65,314 700 876 969,"['314', '700']","['700', '876']"
2015-05-16,16,พฤษภาคม,2558,011421,21,"['484', '851']",38,799 484 851 928,"['799', '484']","['484', '851']"
2015-05-02,2,พฤษภาคม,2558,543466,66,"['163', '366']",30,818 163 366 195,"['818', '163']","['163', '366']"
2015-04-16,16,เมษายน,2558,506260,60,"['164', '495']",38,101 164 495 973,"['101', '164']","['164', '495']"
2015-04-01,1,เมษายน,2558,605704,04,"['962', '557']",70,558 962 557 861,"['558', '962']","['962', '557']"
2015-03-16,16,มีนาคม,2558,048151,51,"['622', '623']",92,339 622 623 757,"['339', '622']","['622', '623']"
2015-03-01,1,มีนาคม,2558,240237,37,"['031', '857']",34,498 031 857 008,"['498', '031']","['031', '857']"
2015-02-16,16,กุมภาพันธ์,2558,001864,64,"['103', '825']",90,843 103 825 392,"['843', '103']","['103', '825']"
2015-02-01,1,กุมภาพันธ์,2558,155537,37,"['286', '813']",79,083 286 813 008,"['083', '286']","['286', '813']"
2015-01-16,16,มกราคม,2558,244351,51,"['398', '595']",74,068 398 595 877,"['068', '398']","['398', '595']"
2014-12-30,30,ธันวาคม,2557,461704,04,"['982', '535']",57,853 982 535 950,"['853', '982']","['982', '535']"
2014-12-16,16,ธันวาคม,2557,948354,54,"['763', '775']",90,080 763 775 901,"['080', '763']","['763', '775']"
2014-12-01,1,ธันวาคม,2557,480449,49,"['380', '580']",11,820 380 580 161,"['820', '380']","['380', '580']"
2014-11-16,16,พฤศจิกายน,2557,479804,04,"['422', '480']",25,179 422 480 709,"['179', '422']","['422', '480']"
2014-11-01,1,พฤศจิกายน,2557,206608,08,"['203', '855']",44,607 203 855 979,"['607', '203']","['203', '855']"
2014-10-16,16,ตุลาคม,2557,656409,09,"['784', '848']",94,647 784 848 910,"['647', '784']","['784', '848']"
2014-10-01,1,ตุลาคม,2557,375615,15,"['086', '159']",44,251 086 159 520,"['251', '086']","['086', '159']"
2014-09-16,16,กันยายน,2557,772269,69,"['257', '342']",35,112 257 342 790,"['112', '257']","['257', '342']"
2014-09-01,1,กันยายน,2557,856763,63,"['912', '477']",22,308 912 477 490,"['308', '912']","['912', '477']"
2014-08-16,16,สิงหาคม,2557,662842,42,"['912', '187']",91,639 912 187 633,"['639', '912']","['912', '187']"
2014-08-01,1,สิงหาคม,2557,766391,91,"['576', '623']",82,349 576 623 637,"['349', '576']","['576', '623']"
2014-07-16,16,กรกฎาคม,2557,468728,28,"['944', '117']",45,104 944 117 205,"['104', '944']","['944', '117']"
2014-07-01,1,กรกฎาคม,2557,378477,77,"['271', '441']",39,123 271 441 864,"['123', '271']","['271', '441']"
2014-06-16,16,มิถุนายน,2557,673920,20,"['140', '639']",95,158 140 639 576,"['158', '140']","['140', '639']"
2014-06-01,1,มิถุนายน,2557,781198,98,"['324', '409']",18,160 324 409 636,"['160', '324']","['324', '409']"
2014-05-16,16,พฤษภาคม,2557,087523,23,"['505', '112']",20,150 505 112 246,"['150', '505']","['505', '112']"
2014-05-02,2,พฤษภาคม,2557,103297,97,"['158', '673']",52,143 158 673 797,"['143', '158']","['158', '673']"
2014-04-16,16,เมษายน,2557,153406,06,"['013', '355']",26,344 013 355 634,"['344', '013']","['013', '355']"
2014-04-01,1,เมษายน,2557,028866,66,"['499', '835']",95,186 499 835 938,"['186', '499']","['499', '835']"
2014-03-16,16,มีนาคม,2557,531404,04,"['305', '400']",79,250 305 400 904,"['250', '305']","['305', '400']"
2014-03-01,1,มีนาคม,2557,906318,18,"['537', '753']",35,116 537 753 798,"['116', '537']","['537', '753']"
2014-02-16,16,กุมภาพันธ์,2557,384245,45,"['530', '074']",01,397 530 074 521,"['397', '530']","['530', '074']"
2014-02-01,1,กุมภาพันธ์,2557,180149,49,"['492', '888']",95,406 492 888 976,"['406', '492']","['492', '888']"
2014-01-16,16,มกราคม,2557,306902,02,"['077', '149']",52,242 077 149 510,"['242', '077']","['077', '149']"
2013-12-30,30,ธันวาคม,2556,561072,72,"['750', '503']",48,513 750 503 275,"['513', '750']","['750', '503']"
2013-12-16,16,ธันวาคม,2556,341767,67,"['228', '742']",79,111 228 742 826,"['111', '228']","['228', '742']"
2013-12-01,1,ธันวาคม,2556,168795,95,"['766', '074']",27,734 766 074 980,"['734', '766']","['766', '074']"
2013-11-16,16,พฤศจิกายน,2556,806925,25,"['304', '672']",28,069 304 672 753,"['069', '304']","['304', '672']"
2013-11-01,1,พฤศจิกายน,2556,739804,04,"['020', '256']",47,502 020 256 173,"['502', '020']","['020', '256']"
2013-10-16,16,ตุลาคม,2556,963289,89,"['529', '876']",60,402 529 876 952,"['402', '529']","['529', '876']"
2013-10-01,1,ตุลาคม,2556,647882,82,"['324', '650']",14,576 324 650 028,"['576', '324']","['324', '650']"
2013-09-16,16,กันยายน,2556,562684,84,"['235', '574']",63,056 235 574 754,"['056', '235']","['235', '574']"
2013-09-01,1,กันยายน,2556,548123,23,"['570', '800']",05,281 570 800 045,"['281', '570']","['570', '800']"
2013-08-16,16,สิงหาคม,2556,321327,27,"['945', '448']",20,417 945 448 201,"['417', '945']","['945', '448']"
2013-08-01,1,สิงหาคม,2556,356435,35,"['451', '718']",82,880 451 718 329,"['880', '451']","['451', '718']"
2013-07-16,16,กรกฎาคม,2556,566996,96,"['210', '584']",86,352 210 584 526,"['352', '210']","['210', '584']"
2013-07-01,1,กรกฎาคม,2556,646905,05,"['284', '903']",51,075 284 903 904,"['075', '284']","['284', '903']"
2013-06-16,16,มิถุนายน,2556,289673,73,"['098', '114']",69,390 098 114 502,"['390', '098']","['098', '114']"
2013-06-01,1,มิถุนายน,2556,935489,89,"['713', '716']",90,480 713 716 768,"['480', '713']","['713', '716']"
2013-05-16,16,พฤษภาคม,2556,687125,25,"['261', '390']",56,034 261 390 945,"['034', '261']","['261', '390']"
2013-05-02,2,พฤษภาคม,2556,603458,58,"['359', '516']",07,272 359 516 830,"['272', '359']","['359', '516']"
2013-04-16,16,เมษายน,2556,843846,46,"['862', '906']",86,834 862 906 828,"['834', '862']","['862', '906']"
2013-04-01,1,เมษายน,2556,571688,88,"['430', '670']",53,170 430 670 725,"['170', '430']","['430', '670']"
2013-03-16,16,มีนาคม,2556,968433,33,"['959', '175']",52,860 959 175 529,"['860', '959']","['959', '175']"
2013-03-01,1,มีนาคม,2556,976241,41,"['721', '133']",37,972 721 133 775,"['972', '721']","['721', '133']"
2013-02-16,16,กุมภาพันธ์,2556,368257,57,"['708', '109']",09,657 708 109 386,"['657', '708']","['708', '109']"
2013-02-01,1,กุมภาพันธ์,2556,565566,66,"['695', '641']",66,452 695 641 782,"['452', '695']","['695', '641']"
2013-01-16,16,มกราคม,2556,820981,81,"['196', '374']",08,555 196 374 334,"['555', '196']","['196', '374']"
2012-12-30,30,ธันวาคม,2555,302358,58,"['864', '126']",00,589 864 126 832,"['589', '864']","['864', '126']"
2012-12-16,16,ธันวาคม,2555,529524,24,"['745', '778']",72,734 745 778 008,"['734', '745']","['745', '778']"
2012-12-01,1,ธันวาคม,2555,110443,43,"['553', '489']",43,434 553 489 303,"['434', '553']","['553', '489']"
2012-11-16,16,พฤศจิกายน,2555,639500,00,"['560', '804']",15,576 560 804 627,"['576', '560']","['560', '804']"
2012-11-01,1,พฤศจิกายน,2555,524694,94,"['188', '285']",63,217 188 285 338,"['217', '188']","['188', '285']"
2012-10-16,16,ตุลาคม,2555,281343,43,"['089', '396']",28,152 089 396 868,"['152', '089']","['089', '396']"
2012-10-01,1,ตุลาคม,2555,124025,25,"['554', '291']",58,940 554 291 873,"['940', '554']","['554', '291']"
2012-09-16,16,กันยายน,2555,540143,43,"['752', '123']",79,242 752 123 770,"['242', '752']","['752', '123']"
2012-09-01,1,กันยายน,2555,329997,97,"['598', '148']",07,736 598 148 639,"['736', '598']","['598', '148']"
2012-08-16,16,สิงหาคม,2555,683877,77,"['612', '775']",28,032 612 775 730,"['032', '612']","['612', '775']"
2012-08-01,1,สิงหาคม,2555,895590,90,"['599', '796']",50,820 599 796 745,"['820', '599']","['599', '796']"
2012-07-16,16,กรกฎาคม,2555,904050,50,"['224', '159']",11,897 224 159 042,"['897', '224']","['224', '159']"
2012-07-01,1,กรกฎาคม,2555,915900,00,"['656', '530']",60,715 656 530 611,"['715', '656']","['656', '530']"
2012-06-16,16,มิถุนายน,2555,159373,73,"['790', '479']",51,238 790 479 547,"['238', '790']","['790', '479']"
2012-06-01,1,มิถุนายน,2555,882727,27,"['576', '895']",38,606 576 895 399,"['606', '576']","['576', '895']"
2012-05-16,16,พฤษภาคม,2555,814418,18,"['309', '902']",31,504 309 902 101,"['504', '309']","['309', '902']"
2012-05-02,2,พฤษภาคม,2555,889501,01,"['597', '426']",29,589 597 426 468,"['589', '597']","['597', '426']"
2012-04-16,16,เมษายน,2555,583470,70,"['088', '722']",62,216 088 722 754,"['216', '088']","['088', '722']"
2012-04-01,1,เมษายน,2555,257562,62,"['074', '616']",69,581 074 616 332,"['581', '074']","['074', '616']"
2012-03-16,16,มีนาคม,2555,607064,64,"['333', '573']",08,606 333 573 350,"['606', '333']","['333', '573']"
2012-03-01,1,มีนาคม,2555,222518,18,"['135', '711']",79,295 135 711 199,"['295', '135']","['135', '711']"
2012-02-16,16,กุมภาพันธ์,2555,648684,84,"['214', '111']",18,906 214 111 420,"['906', '214']","['214', '111']"
2012-02-01,1,กุมภาพันธ์,2555,320605,05,"['426', '498']",32,749 426 498 598,"['749', '426']","['426', '498']"
2012-01-16,16,มกราคม,2555,451445,45,"['150', '941']",81,328 150 941 639,"['328', '150']","['150', '941']"
2011-12-30,30,ธันวาคม,2554,526402,02,"['026', '541']",65,168 026 541 597,"['168', '026']","['026', '541']"
2011-12-16,16,ธันวาคม,2554,884178,78,"['235', '651']",21,784 235 651 295,"['784', '235']","['235', '651']"
2011-12-01,1,ธันวาคม,2554,408147,47,"['253', '857']",02,922 253 857 739,"['922', '253']","['253', '857']"
2011-11-16,16,พฤศจิกายน,2554,997777,77,"['551', '406']",57,425 551 406 993,"['425', '551']","['551', '406']"
2011-11-01,1,พฤศจิกายน,2554,805540,40,"['380', '065']",54,771 380 065 221,"['771', '380']","['380', '065']"
2011-10-16,16,ตุลาคม,2554,955756,56,"['057', '329']",83,991 057 329 507,"['991', '057']","['057', '329']"
2011-10-01,1,ตุลาคม,2554,511052,52,"['104', '189']",15,957 104 189 499,"['957', '104']","['104', '189']"
2011-09-16,16,กันยายน,2554,731198,98,"['645', '812']",28,384 645 812 589,"['384', '645']","['645', '812']"
2011-09-01,1,กันยายน,2554,724533,33,"['021', '533']",85,847 021 533 821,"['847', '021']","['021', '533']"
2011-08-16,16,สิงหาคม,2554,536960,60,"['345', '074']",62,814 345 074 005,"['814', '345']","['345', '074']"
2011-08-01,1,สิงหาคม,2554,218756,56,"['583', '660']",12,703 583 660 221,"['703', '583']","['583', '660']"
2011-07-16,16,กรกฎาคม,2554,116556,56,"['052', '534']",12,227 052 534 609,"['227', '052']","['052', '534']"
2011-07-01,1,กรกฎาคม,2554,622953,53,"['160', '780']",51,390 160 780 463,"['390', '160']","['160', '780']"
2011-06-16,16,มิถุนายน,2554,351276,76,"['167', '162']",88,486 167 162 582,"['486', '167']","['167', '162']"
2011-06-01,1,มิถุนายน,2554,562370,70,"['346', '801']",46,656 346 801 556,"['656', '346']","['346', '801']"
2011-05-16,16,พฤษภาคม,2554,406417,17,"['044', '071']",05,700 044 071 889,"['700', '044']","['044', '071']"
2011-05-02,2,พฤษภาคม,2554,054136,36,"['945', '133']",85,421 945 133 524,"['421', '945']","['945', '133']"
2011-04-16,16,เมษายน,2554,825988,88,"['213', '397']",44,263 213 397 593,"['263', '213']","['213', '397']"
2011-04-01,1,เมษายน,2554,814931,31,"['584', '040']",01,723 584 040 036,"['723', '584']","['584', '040']"
2011-03-16,16,มีนาคม,2554,593331,31,"['945', '463']",96,209 945 463 737,"['209', '945']","['945', '463']"
2011-03-01,1,มีนาคม,2554,656037,37,"['357', '926']",97,544 357 926 396,"['544', '357']","['357', '926']"
2011-02-16,16,กุมภาพันธ์,2554,481746,46,"['510', '384']",27,535 510 384 388,"['535', '510']","['510', '384']"
2011-02-01,1,กุมภาพันธ์,2554,610089,89,"['361', '121']",55,596 361 121 432,"['596', '361']","['361', '121']"
2011-01-16,16,มกราคม,2554,281062,62,"['185', '758']",23,227 185 758 546,"['227', '185']","['185', '758']"
2010-12-30,30,ธันวาคม,2553,884112,12,"['153', '186']",49,936 153 186 933,"['936', '153']","['153', '186']"
2010-12-16,16,ธันวาคม,2553,334380,80,"['315', '533']",24,529 315 533 306,"['529', '315']","['315', '533']"
2010-12-01,1,ธันวาคม,2553,181752,52,"['470', '474']",09,664 470 474 086,"['664', '470']","['470', '474']"
2010-11-16,16,พฤศจิกายน,2553,813993,93,"['979', '907']",43,763 979 907 129,"['763', '979']","['979', '907']"
2010-11-01,1,พฤศจิกายน,2553,191100,00,"['968', '801']",59,653 968 801 739,"['653', '968']","['968', '801']"
2010-10-16,16,ตุลาคม,2553,621377,77,"['518', '385']",42,310 518 385 872,"['310', '518']","['518', '385']"
2010-10-01,1,ตุลาคม,2553,488372,72,"['996', '003']",02,091 996 003 246,"['091', '996']","['996', '003']"
2010-09-16,16,กันยายน,2553,017422,22,"['316', '431']",66,103 316 431 075,"['103', '316']","['316', '431']"
2010-09-01,1,กันยายน,2553,354656,56,"['570', '656']",11,784 570 656 096,"['784', '570']","['570', '656']"
2010-08-16,16,สิงหาคม,2553,911097,97,"['578', '448']",64,986 578 448 689,"['986', '578']","['578', '448']"
2010-08-01,1,สิงหาคม,2553,210008,08,"['182', '727']",10,769 182 727 191,"['769', '182']","['182', '727']"
2010-07-16,16,กรกฎาคม,2553,180387,87,"['219', '572']",34,309 219 572 024,"['309', '219']","['219', '572']"
2010-07-01,1,กรกฎาคม,2553,480239,39,"['450', '918']",68,893 450 918 961,"['893', '450']","['450', '918']"
2010-06-16,16,มิถุนายน,2553,500104,04,"['628', '681']",73,200 628 681 816,"['200', '628']","['628', '681']"
2010-06-01,1,มิถุนายน,2553,444874,74,"['298', '996']",81,374 298 996 673,"['374', '298']","['298', '996']"
2010-05-16,16,พฤษภาคม,2553,480012,12,"['151', '770']",12,293 151 770 008,"['293', '151']","['151', '770']"
2010-05-02,2,พฤษภาคม,2553,360371,71,"['040', '517']",06,382 040 517 618,"['382', '040']","['040', '517']"
2010-04-16,16,เมษายน,2553,211743,43,"['744', '154']",96,811 744 154 285,"['811', '744']","['744', '154']"
2010-04-01,1,เมษายน,2553,959517,17,"['663', '447']",22,174 663 447 040,"['174', '663']","['663', '447']"
2010-03-16,16,มีนาคม,2553,364222,22,"['996', '229']",97,619 996 229 756,"['619', '996']","['996', '229']"
2010-03-01,1,มีนาคม,2553,215227,27,"['627', '374']",97,457 627 374 470,"['457', '627']","['627', '374']"
2010-02-16,16,กุมภาพันธ์,2553,133707,07,"['026', '362']",03,137 026 362 985,"['137', '026']","['026', '362']"
2010-02-01,1,กุมภาพันธ์,2553,186312,12,"['577', '694']",14,936 577 694 403,"['936', '577']","['577', '694']"
2010-01-16,16,มกราคม,2553,073577,77,"['459', '781']",67,413 459 781 646,"['413', '459']","['459', '781']"
2009-12-30,30,ธันวาคม,2552,994304,04,"['337', '419']",87,993 337 419 598,"['993', '337']","['337', '419']"
2009-12-16,16,ธันวาคม,2552,685141,41,"['775', '524']",05,694 775 524 142,"['694', '775']","['775', '524']"
2009-12-01,1,ธันวาคม,2552,776980,80,"['188', '412']",59,937 188 412 252,"['937', '188']","['188', '412']"
2009-11-16,16,พฤศจิกายน,2552,055986,86,"['952', '072']",58,299 952 072 536,"['299', '952']","['952', '072']"
2009-11-01,1,พฤศจิกายน,2552,689140,40,"['923', '642']",85,366 923 642 465,"['366', '923']","['923', '642']"
2009-10-16,16,ตุลาคม,2552,258487,87,"['135', '226']",00,174 135 226 122,"['174', '135']","['135', '226']"
2009-10-01,1,ตุลาคม,2552,169387,87,"['435', '714']",06,249 435 714 255,"['249', '435']","['435', '714']"
2009-09-16,16,กันยายน,2552,202912,12,"['353', '539']",48,200 353 539 166,"['200', '353']","['353', '539']"
2009-09-01,1,กันยายน,2552,015865,65,"['447', '446']",32,435 447 446 924,"['435', '447']","['447', '446']"
2009-08-16,16,สิงหาคม,2552,462933,33,"['292', '577']",96,843 292 577 658,"['843', '292']","['292', '577']"
2009-08-01,1,สิงหาคม,2552,154986,86,"['239', '421']",92,688 239 421 374,"['688', '239']","['239', '421']"
2009-07-16,16,กรกฎาคม,2552,000816,16,"['177', '356']",94,005 177 356 836,"['005', '177']","['177', '356']"
2009-07-01,1,กรกฎาคม,2552,207542,42,"['107', '799']",66,233 107 799 385,"['233', '107']","['107', '799']"
2009-06-16,16,มิถุนายน,2552,930456,56,"['044', '954']",15,125 044 954 179,"['125', '044']","['044', '954']"
2009-06-01,1,มิถุนายน,2552,777661,61,"['097', '240']",26,242 097 240 642,"['242', '097']","['097', '240']"
2009-05-16,16,พฤษภาคม,2552,111411,11,"['838', '362']",54,368 838 362 892,"['368', '838']","['838', '362']"
2009-05-02,2,พฤษภาคม,2552,294452,52,"['549', '947']",11,222 549 947 301,"['222', '549']","['549', '947']"
2009-04-16,16,เมษายน,2552,368415,15,"['179', '007']",33,954 179 007 570,"['954', '179']","['179', '007']"
2009-04-01,1,เมษายน,2552,816578,78,"['363', '113']",50,572 363 113 044,"['572', '363']","['363', '113']"
2009-03-16,16,มีนาคม,2552,268812,12,"['929', '424']",36,228 929 424 063,"['228', '929']","['929', '424']"
2009-03-01,1,มีนาคม,2552,553091,91,"['238', '665']",67,224 238 665 295,"['224', '238']","['238', '665']"
2009-02-16,16,กุมภาพันธ์,2552,038730,30,"['939', '115']",93,961 939 115 434,"['961', '939']","['939', '115']"
2009-02-01,1,กุมภาพันธ์,2552,534533,33,"['777', '015']",69,660 777 015 427,"['660', '777']","['777', '015']"
2009-01-16,16,มกราคม,2552,743212,12,"['800', '842']",25,266 800 842 885,"['266', '800']","['800', '842']"
2008-12-30,30,ธันวาคม,2551,218596,96,"['197', '831']",22,094 197 831 984,"['094', '197']","['197', '831']"
2008-12-16,16,ธันวาคม,2551,074114,14,"['715', '803']",25,305 715 803 959,"['305', '715']","['715', '803']"
2008-12-01,1,ธันวาคม,2551,205434,34,"['260', '617']",05,013 260 617 957,"['013', '260']","['260', '617']"
2008-11-16,16,พฤศจิกายน,2551,002612,12,"['589', '824']",20,068 589 824 877,"['068', '589']","['589', '824']"
2008-11-01,1,พฤศจิกายน,2551,272028,28,"['333', '421']",76,285 333 421 929,"['285', '333']","['333', '421']"
2008-10-16,16,ตุลาคม,2551,431277,77,"['526', '644']",98,324 526 644 648,"['324', '526']","['526', '644']"
2008-10-01,1,ตุลาคม,2551,882911,11,"['302', '311']",67,204 302 311 395,"['204', '302']","['302', '311']"
2008-09-16,16,กันยายน,2551,012377,77,"['534', '557']",56,378 534 557 691,"['378', '534']","['534', '557']"
2008-09-01,1,กันยายน,2551,695993,93,"['206', '413']",09,027 206 413 904,"['027', '206']","['206', '413']"
2008-08-16,16,สิงหาคม,2551,380377,77,"['445', '457']",36,161 445 457 744,"['161', '445']","['445', '457']"
2008-08-01,1,สิงหาคม,2551,850348,48,"['386', '408']",11,236 386 408 913,"['236', '386']","['386', '408']"
2008-07-16,16,กรกฎาคม,2551,257374,74,"['401', '486']",41,344 401 486 576,"['344', '401']","['401', '486']"
2008-07-01,1,กรกฎาคม,2551,943671,71,"['287', '490']",50,096 287 490 523,"['096', '287']","['287', '490']"
2008-06-16,16,มิถุนายน,2551,729111,11,"['345', '639']",75,339 345 639 870,"['339', '345']","['345', '639']"
2008-06-01,1,มิถุนายน,2551,414875,75,"['666', '747']",35,370 666 747 916,"['370', '666']","['666', '747']"
2008-05-16,16,พฤษภาคม,2551,329231,31,"['120', '355']",69,193 120 355 214,"['193', '120']","['120', '355']"
2008-05-02,2,พฤษภาคม,2551,453011,11,"['133', '001']",62,001 133 001 792,"['001', '133']","['133', '001']"
2008-04-16,16,เมษายน,2551,982800,00,"['584', '043']",64,802 584 043 008,"['802', '584']","['584', '043']"
2008-04-01,1,เมษายน,2551,012653,53,"['195', '200']",71,124 195 200 586,"['124', '195']","['195', '200']"
2008-03-16,16,มีนาคม,2551,074946,46,"['974', '085']",33,077 974 085 158,"['077', '974']","['974', '085']"
2008-03-01,1,มีนาคม,2551,936685,85,"['085', '371']",05,056 085 371 691,"['056', '085']","['085', '371']"
2008-02-16,16,กุมภาพันธ์,2551,137054,54,"['512', '630']",80,344 512 630 892,"['344', '512']","['512', '630']"
2008-02-01,1,กุมภาพันธ์,2551,212684,84,"['472', '732']",26,311 472 732 796,"['311', '472']","['472', '732']"
2008-01-16,16,มกราคม,2551,556010,10,"['548', '942']",81,413 548 942 965,"['413', '548']","['548', '942']"
2007-12-30,30,ธันวาคม,2550,595411,11,"['490', '741']",81,267 490 741 787,"['267', '490']","['490', '741']"
2007-12-16,16,ธันวาคม,2550,513501,01,"['432', '460']",96,425 432 460 702,"['425', '432']","['432', '460']"
2007-12-01,1,ธันวาคม,2550,113410,10,"['485', '627']",18,418 485 627 659,"['418', '485']","['485', '627']"
2007-11-16,16,พฤศจิกายน,2550,562481,81,"['198', '752']",73,130 198 752 844,"['130', '198']","['198', '752']"
2007-11-01,1,พฤศจิกายน,2550,927907,07,"['277', '524']",88,213 277 524 648,"['213', '277']","['277', '524']"
2007-10-16,16,ตุลาคม,2550,032988,88,"['663', '685']",48,158 663 685 846,"['158', '663']","['663', '685']"
2007-10-01,1,ตุลาคม,2550,430667,67,"['104', '126']",76,090 104 126 667,"['090', '104']","['104', '126']"
2007-09-16,16,กันยายน,2550,499336,36,"['273', '604']",45,247 273 604 608,"['247', '273']","['273', '604']"
2007-09-01,1,กันยายน,2550,331810,10,"['505', '518']",69,293 505 518 520,"['293', '505']","['505', '518']"
2007-08-16,16,สิงหาคม,2550,476207,07,"['236', '312']",93,234 236 312 424,"['234', '236']","['236', '312']"
2007-08-01,1,สิงหาคม,2550,429924,24,"['048', '885']",29,006 048 885 962,"['006', '048']","['048', '885']"
2007-07-16,16,กรกฎาคม,2550,527384,84,"['183', '334']",77,105 183 334 947,"['105', '183']","['183', '334']"
2007-07-01,1,กรกฎาคม,2550,565151,51,"['287', '638']",76,146 287 638 949,"['146', '287']","['287', '638']"
2007-06-16,16,มิถุนายน,2550,393194,94,"['907', '424']",41,989 907 424 589,"['989', '907']","['907', '424']"
2007-06-01,1,มิถุนายน,2550,836393,93,"['242', '523']",05,739 242 523 433,"['739', '242']","['242', '523']"
2007-05-16,16,พฤษภาคม,2550,232897,97,"['858', '751']",25,924 858 751 585,"['924', '858']","['858', '751']"
2007-05-02,2,พฤษภาคม,2550,430374,74,"['442', '881']",81,553 442 881 729,"['553', '442']","['442', '881']"
2007-04-16,16,เมษายน,2550,405105,05,"['987', '866']",63,013 987 866 522,"['013', '987']","['987', '866']"
2007-04-01,1,เมษายน,2550,622780,80,"['794', '814']",93,677 794 814 022,"['677', '794']","['794', '814']"
2007-03-16,16,มีนาคม,2550,876763,63,"['001', '906']",85,191 001 906 350,"['191', '001']","['001', '906']"
2007-03-01,1,มีนาคม,2550,742425,25,"['294', '942']",61,949 294 942 801,"['949', '294']","['294', '942']"
2007-02-16,16,กุมภาพันธ์,2550,277859,59,"['607', '979']",95,625 607 979 384,"['625', '607']","['607', '979']"
2007-02-01,1,กุมภาพันธ์,2550,769925,25,"['239', '287']",56,893 239 287 865,"['893', '239']","['239', '287']"
2007-01-16,16,มกราคม,2550,838739,39,"['263', '845']",55,293 263 845 803,"['293', '263']","['263', '845']"
2006-12-30,30,ธันวาคม,2549,778584,84,"['403', '164']",07,811 403 164 971,"['811', '403']","['403', '164']"
2006-12-16,16,ธันวาคม,2549,147977,77,"['694', '647']",45,439 694 647 197,"['439', '694']","['694', '647']"
2006-12-01,1,ธันวาคม,2549,270052,52,"['462', '091']",12,621 462 091 236,"['621', '462']","['462', '091']"
2006-11-16,16,พฤศจิกายน,2549,562856,56,"['307', '680']",94,508 307 680 347,"['508', '307']","['307', '680']"
2006-11-01,1,พฤศจิกายน,2549,910957,57,"['739', '137']",29,647 739 137 905,"['647', '739']","['739', '137']"
2006-10-16,16,ตุลาคม,2549,264825,25,"['092', '358']",58,903 092 358 832,"['903', '092']","['092', '358']"
2006-10-01,1,ตุลาคม,2549,952335,35,"['804', '879']",92,007 804 879 951,"['007', '804']","['804', '879']"
2006-09-16,16,กันยายน,2549,217948,48,"['290', '864']",41,916 290 864 121,"['916', '290']","['290', '864']"
2006-09-01,1,กันยายน,2549,381761,61,"['693', '093']",44,600 693 093 626,"['600', '693']","['693', '093']"
2006-08-16,16,สิงหาคม,2549,977486,86,"['305', '230']",91,221 305 230 103,"['221', '305']","['305', '230']"
2006-08-01,1,สิงหาคม,2549,238654,54,"['005', '817']",88,847 005 817 487,"['847', '005']","['005', '817']"
2006-07-16,16,กรกฎาคม,2549,512434,34,"['098', '518']",48,989 098 518 432,"['989', '098']","['098', '518']"
2006-07-01,1,กรกฎาคม,2549,952890,90,"['183', '017']",65,126 183 017 839,"['126', '183']","['183', '017']"
2006-06-16,16,มิถุนายน,2549,100935,35,"['410', '595']",17,381 410 595 250,"['381', '410']","['410', '595']"
2006-06-01,1,มิถุนายน,2549,810850,50,"['149', '382']",99,526 149 382 664,"['526', '149']","['149', '382']"
2006-05-16,16,พฤษภาคม,2549,100344,44,"['463', '811']",71,386 463 811 696,"['386', '463']","['463', '811']"
2006-05-02,2,พฤษภาคม,2549,024554,54,"['438', '082']",27,006 438 082 117,"['006', '438']","['438', '082']"
2006-04-16,16,เมษายน,2549,038564,64,"['442', '769']",49,210 442 769 877,"['210', '442']","['442', '769']"
2006-04-01,1,เมษายน,2549,738365,65,"['955', '301']",95,064 955 301 522,"['064', '955']","['955', '301']"
2006-03-16,16,มีนาคม,2549,936177,77,"['185', '205']",30,486 185 205 320,"['486', '185']","['185', '205']"
2006-03-01,1,มีนาคม,2549,582473,73,"['801', '108']",43,586 801 108 914,"['586', '801']","['801', '108']"
2006-02-16,16,กุมภาพันธ์,2549,317009,09,"['240', '135']",66,784 240 135 280,"['784', '240']","['240', '135']"
2006-02-01,1,กุมภาพันธ์,2549,412729,29,"['720', '149']",87,915 720 149 384,"['915', '720']","['720', '149']"
2006-01-16,16,มกราคม,2549,432747,47,"['789', '965']",79,222 789 965 200,"['222', '789']","['789', '965']"
2005-12-30,30,ธันวาคม,2548,492955,55,"['308', '742']",94,066 308 742 150,"['066', '308']","['308', '742']"
2005-12-16,16,ธันวาคม,2548,449565,65,"['162', '958']",86,802 162 958 994,"['802', '162']","['162', '958']"
2005-12-01,1,ธันวาคม,2548,388551,51,"['764', '027']",17,072 764 027 770,"['072', '764']","['764', '027']"
2005-11-16,16,พฤศจิกายน,2548,742518,18,"['741', '887']",80,502 741 887 137,"['502', '741']","['741', '887']"
2005-11-01,1,พฤศจิกายน,2548,970577,77,"['375', '009']",98,171 375 009 216,"['171', '375']","['375', '009']"
2005-10-16,16,ตุลาคม,2548,041072,72,"['913', '410']",71,346 913 410 269,"['346', '913']","['913', '410']"
2005-10-01,1,ตุลาคม,2548,766482,82,"['551', '792']",24,766 551 792 275,"['766', '551']","['551', '792']"
2005-09-16,16,กันยายน,2548,214768,68,"['282', '124']",10,498 282 124 057,"['498', '282']","['282', '124']"
